accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists_per90,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists_per90,expectedGoals_per90,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals_per90,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,Team,player id,team id,position,weight,height,dob,preferred_foot,country,contract_until,name_key,Name,market_value_eur,league,season,minutesPlayed_total,appearances_total,goals_overperformance_per90,assists_overperformance_per90
1.94,1.72,27.36,11.07,2.6,48.54,22.17,13.13,33.59,81.24,1.0,45.71,1.19,1.03,0.13,0.0,0.0,0.0,5.25,0.16,0.0,0.34,0.16,0.88,1.03,0.0,0.0,0.53,1.16,4.28,0.03,0.06,0.15,0.06,1.19,0.0,3.13,0.0,0.03,0.16,1.06,0.88,0.19,0.03,0.0,,4.03,56.58,0.0,0.0,0.03,7.76,0.75,2.19,0.0,1.0,0.0,,0.0,0.0,0.03,0.03,3.13,0.0,0.03,0.0,0.0,15.17,0.41,0.0,7.1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,2878.0,0.0,0.13,0.19,0.81,0.41,0.25,0.66,60.0,0.0,1.91,1.25,65.57,2.19,4.32,1.09,6.29,5.03,54.03,5.35,32.99,14.64,41.34,7.33,1.0,0.03,59.98,1.5,0.16,0.0,Getafe,811629,2859,M,,175.0,1994-10-07 00:00:00+00:00,Right,Spain,2029-06-30 00:00:00+00:00,luismilla,Luis Milla,3500000.0,Spain La Liga,24/25,2878,33,-0.03,-0.02
1.37,0.03,8.33,9.49,2.14,63.37,29.22,33.06,62.25,92.91,2.47,73.27,0.9,1.07,0.0,0.0,0.0,0.0,4.78,0.07,0.1,0.13,0.33,3.04,1.07,0.0,0.0,0.27,0.67,2.74,0.0,0.03,0.03,0.06,0.87,0.0,0.0,0.77,0.0,0.0,1.04,0.94,0.1,0.0,0.0,,2.71,59.56,0.0,0.0,0.0,4.75,1.54,0.17,0.0,1.04,0.0,,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,6.35,0.2,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.23,0.4,0.1,0.33,76.92,0.0,1.57,0.77,48.94,0.17,2.37,0.43,0.4,5.18,65.4,3.38,32.63,34.77,67.0,7.59,0.64,0.0,79.4,0.8,0.17,0.0,Real Madrid,859025,2829,M,,188.0,2000-01-27 00:00:00+00:00,Right,France,2028-06-30 00:00:00+00:00,aurelientchouameni,Aurélien Tchouaméni,60000000.0,Spain La Liga,24/25,2692,32,-0.06,-0.03
3.42,0.0,0.0,5.01,4.55,50.76,18.31,35.89,54.2,87.76,1.73,50.0,1.73,1.05,0.05,0.0,0.0,0.0,3.37,0.09,0.05,0.14,0.46,4.69,1.05,0.0,0.0,0.14,0.18,3.32,0.0,0.05,0.03,0.11,1.32,0.0,20.0,0.32,0.09,0.14,0.82,0.59,0.23,0.09,0.0,,2.19,57.83,0.0,0.0,0.0,7.56,1.0,0.23,0.09,1.05,0.09,,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,8.29,0.05,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.0,0.0,0.05,0.41,0.05,0.14,0.18,0.14,100.0,0.0,1.23,0.77,62.96,0.23,5.92,0.14,0.18,3.92,54.09,8.97,22.86,39.08,61.76,7.43,0.46,0.18,73.38,0.87,0.41,0.0,Atlético Madrid,580550,2836,D,81.0,186.0,1995-06-17 00:00:00+00:00,Left,France,2027-06-30 00:00:00+00:00,clementlenglet,Clément Lenglet,3000000.0,Spain La Liga,24/25,1976,23,-0.02,0.02
2.96,0.69,15.11,15.14,3.25,48.29,28.7,19.24,47.25,80.89,0.36,50.0,0.36,1.12,0.2,0.0,0.0,0.0,4.53,0.39,0.07,0.36,0.13,1.18,1.08,0.0,0.03,0.46,1.41,4.04,0.0,0.23,0.21,0.05,0.79,0.03,12.12,0.0,0.13,0.33,1.54,1.44,0.1,0.1,0.03,,3.09,45.63,0.0,0.0,0.0,11.16,0.72,1.15,0.03,1.02,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,19.54,0.23,0.0,7.09,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.0,685.25,0.41,0.26,0.36,0.72,0.39,0.33,0.82,44.64,0.0,1.25,0.79,63.16,1.15,5.38,1.84,4.56,3.45,46.05,6.73,40.55,22.43,58.41,7.69,1.08,0.03,84.06,1.02,0.2,0.0,Celta Vigo,859773,2821,M,,184.0,1999-05-13 00:00:00+00:00,Right,Spain,2030-06-30 00:00:00+00:00,oscarmingueza,Óscar Mingueza,5000000.0,Spain La Liga,24/25,2741,34,0.08,-0.01
2.13,0.0,0.0,1.63,6.63,35.81,3.63,16.97,20.59,63.12,0.31,100.0,0.0,1.0,0.0,0.0,0.0,0.0,8.94,0.0,0.0,0.0,0.25,0.81,1.0,0.03,0.0,0.0,0.06,0.09,0.0,0.13,0.0,,0.03,0.0,0.0,5.75,0.0,0.0,1.22,0.97,0.25,0.0,0.0,0.04,0.53,85.0,0.0,0.94,0.0,12.03,0.0,0.03,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.06,0.0,12.31,0.0,0.34,7.09,0.0,0.0,0.5,2.0,0.97,3.0,0.06,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,100.0,0.41,0.13,0.06,50.0,0.03,3.44,0.19,0.0,0.84,90.0,18.5,14.0,18.63,32.63,7.09,0.0,0.03,42.53,0.19,0.19,0.0,Rayo Vallecano,358910,2818,G,80.0,186.0,1996-04-30 00:00:00+00:00,Right,Argentina,2030-06-30 00:00:00+00:00,augustobatalla,Augusto Batalla,6000000.0,Spain La Liga,24/25,2880,32,,0.0
0.65,0.0,0.0,1.52,7.13,42.34,5.61,14.13,19.74,66.96,0.32,83.33,0.06,1.0,0.0,0.0,0.0,0.0,7.71,0.0,0.0,0.0,0.23,0.9,1.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,,0.0,0.0,0.0,6.23,0.0,0.0,1.1,0.9,0.19,0.0,0.0,0.04,0.06,100.0,0.0,0.45,0.0,9.74,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,10.1,0.0,0.48,7.09,0.0,0.0,0.23,1.87,0.81,2.74,0.1,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.23,0.0,0.0,0.0,0.0,0.9,0.06,0.0,0.39,85.71,16.84,13.48,16.0,29.48,7.09,0.0,0.1,38.39,0.1,0.03,0.0,Mallorca,791046,2826,G,82.0,197.0,1997-04-06 00:00:00+00:00,Right,Slovakia,2029-06-30 00:00:00+00:00,dominikgreif,Dominik Greif,6000000.0,Spain La Liga,24/25,2790,31,,0.0
1.01,0.94,27.93,7.1,1.07,31.82,14.01,14.19,27.26,79.98,1.31,60.56,0.85,1.07,0.21,0.0,0.0,0.0,3.99,0.3,0.15,0.15,0.09,3.02,1.07,0.0,0.0,0.34,0.91,3.69,0.0,0.03,0.14,0.07,1.16,0.0,5.0,0.0,0.03,0.24,1.34,0.97,0.37,0.03,0.0,,3.26,53.5,0.0,0.0,0.03,6.82,1.22,1.4,0.03,1.04,0.09,,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,11.66,0.18,0.0,7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2955.0,0.0,0.0,0.49,0.12,0.27,0.18,0.3,38.46,0.0,2.16,1.46,67.61,1.37,2.22,0.79,3.38,4.57,55.35,3.35,20.77,16.69,34.08,7.55,0.61,0.06,58.36,0.85,0.34,0.0,Villarreal,986245,2819,D,,186.0,1999-07-08 00:00:00+00:00,Left,Spain,2027-06-30 00:00:00+00:00,sergicardona,Sergi Cardona,1200000.0,Spain La Liga,24/25,2955,35,-0.04,0.07
0.49,0.24,17.65,12.01,0.32,40.0,16.47,5.11,21.34,77.58,0.41,35.71,0.73,2.19,0.49,0.0,0.0,0.0,2.19,0.49,0.89,0.81,0.0,0.32,2.11,0.0,0.08,1.06,0.41,3.25,0.0,0.0,0.21,0.65,0.41,0.0,20.83,0.0,0.81,1.3,1.7,1.62,0.08,0.65,0.16,,2.84,53.03,0.08,0.0,0.16,6.17,0.32,1.54,0.16,0.97,0.49,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,0.73,0.0,7.08,0.08,0.57,0.0,0.0,0.0,0.0,0.0,0.0,110.9,0.0,0.16,2.84,1.06,1.3,1.79,0.89,57.89,0.0,0.65,0.32,50.0,1.54,1.14,1.54,1.38,3.25,50.0,0.81,22.97,5.92,27.51,14.93,3.9,0.08,43.34,1.3,0.08,0.0,FC Barcelona,855833,2817,F,,183.0,2000-02-29 00:00:00+00:00,Right,Spain,2027-06-30 00:00:00+00:00,ferrantorres,Ferran Torres,5000000.0,Spain La Liga,24/25,1109,27,0.16,0.28
0.66,1.73,29.84,10.97,0.66,58.33,20.77,8.95,27.98,81.67,0.47,34.48,0.89,1.27,0.23,0.0,0.0,0.0,3.23,0.42,0.05,0.56,0.14,0.7,1.27,0.0,0.0,1.17,0.47,3.98,0.0,0.05,0.2,0.13,0.66,0.0,5.71,0.0,0.09,0.33,1.59,1.41,0.19,0.09,0.0,,2.86,48.03,0.0,0.0,0.0,6.28,0.7,1.55,0.09,1.08,0.19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,14.16,0.56,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.23,0.89,0.75,0.61,0.47,0.7,44.12,0.0,0.89,0.56,63.16,1.55,1.31,1.59,5.81,3.33,45.51,1.13,30.19,9.89,34.27,8.95,1.64,0.09,53.11,1.31,0.05,0.0,Girona FC,319735,24264,M,70.0,178.0,1997-11-15 00:00:00+00:00,Left,Ukraine,2027-06-30 00:00:00+00:00,viktortsygankov,Viktor Tsygankov,15000000.0,Spain La Liga,24/25,1920,27,-0.04,0.03
0.98,0.87,27.06,12.32,0.91,58.54,19.84,6.12,25.09,77.03,0.42,36.67,0.72,1.36,0.0,0.0,0.0,0.0,4.46,0.34,0.08,0.6,0.08,0.38,1.36,0.0,0.0,1.81,0.91,6.65,0.0,0.04,0.14,0.13,0.79,0.0,11.63,0.0,0.19,0.19,1.06,1.02,0.04,0.19,0.0,,6.76,53.27,0.0,0.0,0.04,7.48,0.64,1.7,0.19,1.02,0.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,18.32,0.83,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.4,0.0,0.0,1.32,0.3,0.49,0.53,2.83,53.19,0.0,1.17,0.76,64.52,1.7,1.85,5.33,3.21,7.18,51.91,1.55,28.26,7.52,32.57,9.62,1.62,0.04,57.96,2.76,0.19,0.0,Real Sociedad,880218,2824,M,67.0,174.0,2001-06-04 00:00:00+00:00,Left,Japan,2029-06-30 00:00:00+00:00,takefusakubo,Takefusa Kubo,20000000.0,Spain La Liga,24/25,2382,36,0.06,-0.14
1.38,0.0,0.0,1.48,6.0,40.0,4.14,13.38,17.52,65.83,0.29,100.0,0.0,1.0,0.0,0.0,0.0,0.0,8.24,0.0,0.0,0.0,0.48,0.86,1.0,0.0,0.0,0.05,0.0,0.05,0.14,0.05,0.0,,0.0,0.0,0.0,5.57,0.0,0.0,0.67,0.62,0.05,0.0,0.0,0.13,0.14,75.0,0.0,0.81,0.0,9.1,0.05,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,9.57,0.0,0.19,7.07,0.0,0.0,0.76,1.67,0.62,2.29,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.43,90.0,15.0,11.57,15.05,26.62,7.07,0.0,0.0,35.62,0.14,0.0,0.0,Athletic Club,797291,2825,G,86.0,189.0,1997-06-11 00:00:00+00:00,Right,Spain,2029-06-30 00:00:00+00:00,unaisimon,Unai Simón,28000000.0,Spain La Liga,24/25,1890,21,,0.0
2.37,0.03,50.0,2.78,4.07,47.6,12.52,24.69,37.19,84.17,1.99,66.02,1.02,1.02,0.09,0.0,0.0,0.0,3.16,0.12,0.12,0.09,0.2,6.41,1.02,0.0,0.0,0.03,0.5,2.6,0.0,0.06,0.06,0.07,1.05,0.0,5.0,0.29,0.03,0.12,1.32,1.11,0.2,0.03,0.0,,1.96,55.37,0.03,0.0,0.0,6.99,1.02,0.29,0.0,1.02,0.03,,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,7.64,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3076.0,0.0,0.0,0.56,0.03,0.35,0.15,0.23,80.0,0.0,1.35,0.82,60.87,0.29,4.83,0.29,0.06,3.95,60.27,8.54,18.05,26.19,44.18,7.24,0.59,0.06,57.26,0.41,0.32,0.0,Osasuna,900792,2820,D,,194.0,1994-10-28 00:00:00+00:00,Right,Spain,2028-06-30 00:00:00+00:00,alejandrocatena,Alejandro Catena,1200000.0,Spain La Liga,24/25,3076,35,-0.04,0.03
2.87,0.4,40.0,10.59,2.57,48.15,23.37,22.67,45.64,87.64,0.5,27.78,1.29,1.39,0.2,0.0,0.0,0.0,5.05,0.2,0.0,0.4,0.2,1.19,1.39,0.0,0.0,0.69,0.79,4.36,0.0,0.2,0.05,0.1,1.58,0.0,16.67,0.0,0.2,0.4,0.99,0.99,0.0,0.1,0.1,,2.87,48.33,0.0,0.0,0.0,6.44,1.39,1.19,0.2,1.09,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.4,0.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.5,0.0,0.1,0.69,0.5,0.4,0.4,0.4,80.0,0.0,1.98,1.39,70.0,1.19,4.75,0.5,0.99,3.37,43.59,5.35,28.91,24.16,52.08,9.79,1.19,0.1,65.45,0.5,0.4,0.0,Real Betis,847128,2816,M,74.0,184.0,1996-11-26 00:00:00+00:00,Left,Spain,2029-06-30 00:00:00+00:00,marcroca,Marc Roca,20000000.0,Spain La Liga,24/25,909,14,0.1,0.15
0.76,0.73,20.16,8.34,0.93,54.24,15.46,6.97,21.7,81.73,0.52,46.15,0.61,1.1,0.06,0.0,0.0,0.0,3.49,0.26,0.35,0.55,0.09,0.38,1.1,0.0,0.03,1.66,0.35,5.84,0.0,0.06,0.12,0.29,1.13,0.0,11.7,0.0,0.32,0.38,1.37,1.05,0.32,0.29,0.03,,4.68,47.21,0.0,0.0,0.15,4.85,0.32,1.6,0.26,1.05,0.78,,0.0,0.03,0.03,0.0,2.91,0.0,0.03,0.0,0.0,15.46,0.41,0.0,7.06,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,281.64,0.0,0.06,1.66,1.07,1.05,1.13,2.44,52.83,0.0,0.64,0.41,63.64,1.57,1.39,4.62,3.6,5.2,47.11,1.71,22.28,7.87,26.55,7.79,2.73,0.06,49.04,1.6,0.09,0.0,Sevilla,823631,2833,M,77.0,187.0,1997-09-24 00:00:00+00:00,Left,Belgium,2030-06-30 00:00:00+00:00,dodilukebakio,Dodi Lukébakio,15000000.0,Spain La Liga,24/25,3098,38,0.03,-0.06
1.95,0.17,35.71,10.08,2.06,59.6,21.38,19.11,40.31,85.63,1.12,39.51,1.71,1.22,0.07,0.0,0.0,0.0,5.58,0.1,0.1,0.31,0.14,1.81,1.22,0.0,0.0,1.53,1.19,6.14,0.0,0.03,0.09,0.16,1.29,0.0,10.26,0.0,0.14,0.21,1.46,1.08,0.38,0.14,0.0,,4.53,50.58,0.03,0.0,0.03,6.76,0.66,0.98,0.1,1.05,0.03,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74,0.35,0.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.25,0.0,0.0,1.12,0.24,0.77,0.28,0.63,56.25,0.0,2.96,1.71,57.65,0.94,3.35,1.12,0.49,5.65,47.93,3.45,26.4,21.17,47.07,8.61,1.36,0.1,64.3,0.94,0.28,0.0,Villarreal,843678,2819,M,,187.0,1996-10-05 00:00:00+00:00,Both,Spain,2028-06-30 00:00:00+00:00,santicomesana,Santi Comesaña,10000000.0,Spain La Liga,24/25,2581,35,-0.02,-0.02
4.64,1.72,25.47,15.01,4.39,55.2,28.11,15.39,41.79,81.82,1.02,55.17,0.83,1.59,0.13,0.0,0.0,0.06,3.88,0.19,0.06,0.32,0.0,1.27,1.59,0.0,0.0,0.45,0.83,3.94,0.0,0.0,0.16,0.3,1.78,0.0,29.41,0.0,0.32,0.45,1.27,1.02,0.25,0.25,0.06,,3.12,50.0,0.0,0.0,0.06,9.29,0.57,1.97,0.0,0.95,0.06,,0.0,0.06,0.25,0.0,4.77,0.0,0.19,0.0,0.0,16.16,0.38,0.0,7.06,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,0.32,0.57,0.51,0.25,0.51,0.38,85.71,0.0,2.04,1.14,56.25,1.91,7.7,0.45,6.74,4.13,51.18,7.95,40.26,17.55,51.07,11.22,1.08,0.06,68.37,0.7,0.25,0.0,Deportivo Alavés,591750,2885,M,74.0,184.0,1994-07-06 00:00:00+00:00,Right,Spain,2027-06-30 00:00:00+00:00,joanjordan,Joan Jordán,2000000.0,Spain La Liga,24/25,1415,25,0.02,-0.03
3.19,0.16,20.0,9.27,3.59,54.27,19.64,17.06,36.53,81.55,1.29,57.14,0.97,1.37,0.0,0.0,0.0,0.0,5.08,0.08,0.04,0.56,0.04,1.98,1.37,0.0,0.04,0.77,0.36,3.91,0.04,0.04,0.09,0.13,1.25,0.0,7.27,0.0,0.16,0.16,1.17,0.93,0.24,0.04,0.12,,5.08,63.32,0.0,0.0,0.08,8.27,1.09,0.69,0.16,1.05,0.16,,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,12.18,0.56,0.0,7.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0.0,1.25,0.97,0.97,0.69,0.44,40.74,0.0,2.18,1.05,48.15,0.69,5.44,1.09,0.81,6.37,61.96,6.61,26.45,19.15,44.8,9.67,2.22,0.08,62.62,2.5,0.16,0.04,Villarreal,879694,2819,M,,187.0,1999-01-24 00:00:00+00:00,Left,Senegal,2028-06-30 00:00:00+00:00,papegueye,Pape Gueye,4000000.0,Spain La Liga,24/25,2232,34,0.03,-0.09
0.93,0.32,12.7,14.24,1.3,58.18,27.17,24.38,51.23,89.89,0.32,36.36,0.57,1.3,0.2,0.0,0.0,0.0,3.37,0.32,0.04,0.28,0.2,1.26,1.26,0.0,0.0,0.53,0.85,3.65,0.04,0.0,0.16,0.06,1.18,0.0,6.67,0.0,0.04,0.24,1.34,1.22,0.12,0.04,0.0,,4.34,58.47,0.0,0.0,0.0,5.76,0.69,1.34,0.04,1.01,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.08,0.0,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2219.0,0.0,0.04,0.37,0.24,0.2,0.12,0.77,55.88,0.0,2.35,1.38,58.62,1.34,2.03,1.38,2.56,4.66,56.1,2.23,33.18,26.36,56.99,8.86,0.61,0.04,78.16,1.3,0.16,0.0,Real Madrid,255239,2829,M,70.0,173.0,1991-07-01 00:00:00+00:00,Right,Spain,2027-06-30 00:00:00+00:00,lucasvazquez,Lucas Vázquez,1500000.0,Spain La Liga,24/25,2219,32,-0.02,0.04
2.78,0.04,100.0,3.94,4.28,42.74,11.74,28.57,40.27,81.74,2.18,54.84,1.8,1.07,0.04,0.0,0.0,0.0,3.77,0.0,0.0,0.17,0.09,6.21,1.07,0.0,0.0,0.21,0.47,3.43,0.0,0.0,0.01,0.05,0.64,0.0,11.11,0.34,0.09,0.13,1.24,1.16,0.09,0.09,0.0,,2.27,58.24,0.09,0.0,0.0,9.0,1.41,0.17,0.0,0.99,0.09,,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,10.41,0.04,0.0,7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.5,0.0,0.04,0.51,0.26,0.39,0.21,0.3,46.67,0.0,1.41,0.81,57.58,0.17,5.65,0.64,0.04,4.46,56.52,10.02,18.21,31.1,49.26,7.55,0.77,0.04,64.98,0.6,0.09,0.0,Real Betis,99519,2816,D,73.0,183.0,1991-01-15 00:00:00+00:00,Right,Spain,2027-06-30 00:00:00+00:00,marcbartra,Marc Bartra,2000000.0,Spain La Liga,24/25,2101,25,0.04,0.03
0.84,0.04,7.69,5.41,0.49,51.85,9.63,3.83,13.43,66.9,3.94,52.09,3.62,1.23,0.0,0.0,0.0,0.0,3.16,0.0,0.18,0.35,0.11,0.81,1.23,0.0,0.0,1.48,0.39,7.38,0.0,0.0,0.05,0.35,1.72,0.0,20.63,0.0,0.46,0.46,0.88,0.67,0.21,0.46,0.0,,3.13,45.41,0.11,0.0,0.04,6.64,0.04,0.46,0.14,1.02,0.77,,0.0,0.0,0.11,0.0,3.52,0.0,0.11,0.0,0.04,12.87,0.77,0.0,7.05,0.04,0.21,0.0,0.0,0.0,0.0,0.0,0.0,196.92,0.0,0.0,1.9,0.32,0.91,0.95,0.46,39.39,0.0,0.67,0.49,73.68,0.46,1.41,1.16,0.46,7.07,48.91,0.95,15.93,4.61,20.07,8.67,2.21,0.07,35.12,2.07,0.11,0.04,Deportivo Alavés,84972,2885,F,79.0,186.0,1989-11-25 00:00:00+00:00,Right,Spain,2027-06-30 00:00:00+00:00,kikegarcia,Kike García,2500000.0,Spain La Liga,24/25,2560,35,0.11,-0.05
0.92,0.0,0.0,0.31,3.94,44.24,2.17,14.03,16.19,76.31,0.11,100.0,0.0,1.0,0.0,0.0,0.0,0.0,7.44,0.0,0.0,0.0,0.42,0.69,1.0,0.03,0.0,0.0,0.0,0.0,0.03,0.03,0.0,,0.0,0.0,0.0,7.69,0.0,0.0,0.83,0.69,0.14,0.0,0.0,-0.11,0.08,100.0,0.0,0.75,0.0,5.03,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,5.17,0.0,0.22,7.04,0.0,0.0,0.44,1.56,0.83,2.39,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.44,0.0,0.0,0.0,0.0,1.61,0.06,0.0,0.19,100.0,8.92,5.78,15.44,21.22,7.04,0.0,0.06,30.56,0.06,0.0,0.0,Atlético Madrid,69768,2836,G,84.0,189.0,1993-01-07 00:00:00+00:00,Right,Slovenia,2028-06-30 00:00:00+00:00,janoblak,Jan Oblak,20000000.0,Spain La Liga,24/25,3240,36,,0.0
0.91,0.81,21.1,8.35,0.95,41.54,13.12,5.68,17.99,71.25,0.35,35.71,0.63,1.26,0.18,0.0,0.0,0.0,3.3,0.21,0.32,0.56,0.07,1.16,1.26,0.0,0.0,0.56,0.67,2.95,0.04,0.0,0.21,0.27,0.63,0.0,5.63,0.0,0.14,0.32,1.19,0.98,0.21,0.14,0.0,,2.14,48.03,0.0,0.0,0.04,7.26,1.12,1.75,0.07,0.98,0.56,,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,13.75,0.6,0.0,7.04,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,641.5,0.0,0.0,1.82,0.67,1.02,0.91,0.35,40.0,0.0,1.16,0.84,72.73,1.75,1.44,0.88,3.82,2.49,45.81,2.28,21.57,7.51,25.25,8.89,2.49,0.0,42.79,0.67,0.14,0.0,Rayo Vallecano,345111,2818,M,58.0,168.0,1992-10-27 00:00:00+00:00,Both,Spain,2028-06-30 00:00:00+00:00,alvarogarcia,Álvaro García,12000000.0,Spain La Liga,24/25,2566,36,-0.13,-0.03
2.13,0.0,0.0,0.4,3.8,34.76,2.0,20.8,22.8,75.66,0.13,100.0,0.0,1.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.27,0.53,1.0,0.0,0.0,0.0,0.07,0.13,0.0,0.0,0.0,,0.07,0.0,0.0,5.07,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.02,0.13,50.0,0.0,0.6,0.0,7.33,0.0,0.13,0.0,1.0,0.0,,0.0,0.0,0.0,0.07,0.0,0.2,0.0,0.0,0.0,7.53,0.0,0.07,7.04,0.0,0.0,0.8,1.73,0.73,2.47,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.13,3.07,0.0,0.0,0.27,66.67,10.93,7.8,22.33,30.13,7.04,0.0,0.07,39.13,0.13,0.07,0.0,Real Betis,253809,2816,G,85.0,191.0,1994-02-07 00:00:00+00:00,Left,Portugal,2028-06-30 00:00:00+00:00,ruisilva,Rui Silva,7000000.0,Spain La Liga,24/25,1350,15,,0.0
0.89,0.11,11.11,10.96,1.16,65.63,17.93,7.42,25.24,83.82,0.66,48.0,0.72,1.61,0.06,0.0,0.0,0.0,4.26,0.06,0.28,0.66,0.06,0.33,1.61,0.0,0.0,2.49,0.5,5.7,0.0,0.0,0.08,0.54,0.89,0.0,30.0,0.0,0.83,0.89,0.83,0.61,0.22,0.66,0.17,,3.38,40.4,0.17,0.0,0.06,4.87,0.28,1.16,0.06,1.05,0.28,,0.0,0.0,0.17,0.0,5.54,0.0,0.17,0.0,0.0,12.9,0.5,0.0,7.04,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,108.4,0.0,0.06,1.88,0.89,1.0,1.11,1.33,53.33,0.0,0.72,0.44,61.54,1.16,1.72,2.49,1.0,4.04,41.48,1.77,22.8,8.3,30.11,11.3,2.77,0.22,47.44,1.33,0.11,0.0,Athletic Club,966801,2825,M,,188.0,2000-04-25 00:00:00+00:00,Right,Spain,2032-06-30 00:00:00+00:00,oihansancet,Oihan Sancet,3000000.0,Spain La Liga,24/25,1626,29,0.29,-0.02
